"Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Bat","Fld","Rep","Pos","RAR","WAR","Dol","Spd","wRC+","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","BsR","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","Def","wSB","UBR","Age Rng","Off","Lg","wGDP","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)"
"Blue Jays","28","1871","5677","6326","1562","969","328","21","244","861","826","526","32","1026","60","34","29","130","89","34",".275","","","","","","","","","","","8.3 %","16.2 %","0.51",".341",".469",".810",".194",".297","","","","","","","","",".350","49.2","880","6.5","0.0","204.5","-15.1","221.9","20.6","","4.3","101","-1.19","-109.55","108.36","-8.53","-0.50","0.95","1.53","43","-2.61","1.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-15.1","2.9","","21 - 37","9.4","23.1","","","","","","","","28.4 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rangers","29","1874","5648","6364","1601","1063","330","35","173","848","806","580","39","922","39","48","48","161","69","47",".283","","","","","","","","","","","9.1 %","14.5 %","0.63",".352",".446",".798",".163",".310","","","","","","","","",".347","35.4","871","-30.4","-61.0","205.8","-15.8","114.8","10.2","","4.1","97","-4.20","-118.96","114.76","-49.05","-4.39","1.02","1.99","113","-3.69","-0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-76.8","-7.0","","22 - 35","-37.4","23.2","","","","","","","","26.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reds","28","2313","5635","6373","1545","1007","302","36","200","825","794","559","60","995","64","58","56","137","100","38",".274","","","","","","","","","","","8.8 %","15.6 %","0.56",".343",".447",".790",".173",".299","","","","","","","","",".341","-1.0","836","-49.8","47.0","206.1","42.9","258.8","24.3","","4.8","94","-4.18","-120.22","116.04","-5.37","-0.76","1.04","1.47","267","1.41","-5.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9","3.3","","21 - 36","-46.5","9.4","","","","","","","","27.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tigers","28","1938","5644","6343","1553","1028","307","41","177","823","785","562","22","982","43","49","42","142","83","38",".275","","","","","","","","","","","8.9 %","15.5 %","0.57",".343",".438",".781",".163",".303","","","","","","","","",".341","-0.5","832","-0.2","1.0","205.1","-16.3","212.7","19.7","","4.6","100","-3.50","-110.24","106.74","-5.11","-0.27","0.96","1.31","113","-1.05","-2.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-15.3","-0.1","","22 - 36","-0.3","23.1","","","","","","","","27.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mets","30","2345","5486","6328","1445","946","281","20","198","807","761","675","42","1037","45","51","70","122","66","46",".263","","","","","","","","","","","10.7 %","16.4 %","0.65",".346",".430",".776",".167",".290","","","","","","","","",".339","-15.5","815","-9.0","13.0","204.6","42.3","253.0","23.5","","3.7","99","3.94","-110.51","114.45","49.04","4.63","1.01","1.19","287","6.21","-2.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.3","-7.2","","22 - 41","-16.2","9.3","","","","","","","","30.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braves","30","2039","5489","6275","1490","1011","274","26","179","810","758","595","38","1010","59","45","87","127","148","56",".271","","","","","","","","","","","9.5 %","16.1 %","0.59",".346",".429",".775",".157",".302","","","","","","","","",".339","-16.3","808","-38.6","38.0","202.9","45.2","261.4","24.5","","5.0","96","3.65","-109.52","113.16","36.28","3.84","1.00","1.17","246","5.20","-1.53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.2","4.6","","21 - 39","-33.9","9.2","","","","","","","","28.4 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Royals","27","1875","5709","6394","1644","1186","281","27","150","879","831","511","28","840","48","70","56","139","121","35",".288","","","","","","","","","","","8.0 %","13.1 %","0.61",".348",".425",".773",".138",".312","","","","","","","","",".338","-13.2","826","-91.7","48.0","206.7","-14.9","180.4","17.1","","4.8","89","1.18","-121.05","122.23","-15.35","-1.24","1.07","1.92","129","-4.30","5.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.1","8.9","","22 - 36","-82.8","23.3","","","","","","","","23.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orioles","30","1901","5549","6238","1508","992","310","22","184","794","750","558","34","900","49","54","27","148","126","65",".272","","","","","","","","","","","8.9 %","14.4 %","0.62",".341",".435",".776",".163",".293","","","","","","","","",".338","-16.7","802","-15.1","-21.0","201.7","-17.4","167.0","15.3","","4.4","98","-4.22","-110.99","106.77","-39.29","-3.68","0.97","1.22","59","-4.16","-0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-38.4","-3.9","","21 - 41","-19.0","22.8","","","","","","","","26.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dodgers","30","2057","5481","6312","1408","904","265","28","211","798","756","668","42","1083","51","46","66","129","95","42",".257","","","","","","","","","","","10.6 %","17.2 %","0.62",".341",".431",".771",".174",".283","","","","","","","","",".337","-29.3","799","-5.0","5.0","204.1","41.3","255.2","23.7","","4.4","99","5.69","-112.72","118.42","45.32","4.33","1.02","1.47","243","6.15","-0.58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3","0.5","","21 - 41","-4.5","9.3","","","","","","","","31.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Red Sox","30","2051","5630","6371","1503","988","316","32","167","792","755","611","40","1019","42","48","40","115","43","30",".267","","","","","","","","","","","9.6 %","16.0 %","0.60",".341",".423",".764",".156",".297","","","","","","","","",".334","-36.9","800","-71.7","39.0","206.0","-17.7","174.5","16.4","","3.7","92","-6.37","-119.84","113.46","-29.15","-2.53","1.05","1.83","137","-3.41","-2.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","-4.4","","22 - 41","-76.1","23.2","","","","","","","","28.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pirates","28","2202","5643","6369","1506","987","320","31","168","793","749","564","41","1032","66","37","59","133","86","40",".267","","","","","","","","","","","8.9 %","16.2 %","0.55",".339",".424",".762",".157",".299","","","","","","","","",".333","-45.8","790","-82.1","-57.0","205.9","42.7","118.4","10.6","","4.4","91","-5.24","-123.12","117.87","-33.99","-2.56","1.07","1.43","234","-1.79","-3.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14.3","-0.4","","22 - 34","-82.5","9.4","","","","","","","","27.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Diamondbacks","30","2103","5527","6241","1466","961","282","44","179","792","756","535","37","975","59","58","61","114","97","44",".265","","","","","","","","","","","8.6 %","15.6 %","0.55",".333",".429",".763",".164",".290","","","","","","","","",".332","-54.0","765","-102.6","15.0","201.8","44.2","167.4","15.6","","4.8","88","-0.44","-108.92","108.48","3.47","0.09","0.99","1.21","248","-0.62","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.2","-0.1","","21 - 40","-102.7","9.2","","","","","","","","27.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
