"Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Bat","Fld","Rep","Pos","RAR","WAR","Dol","Spd","wRC+","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","BsR","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","Def","wSB","UBR","Age Rng","Off","Lg","wGDP","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)"
"Red Sox","30","2035","5605","6264","1493","950","316","29","198","772","739","520","50","1131","70","41","28","132","46","35",".266","","","","","","","","","","","8.3 %","18.1 %","0.46",".334",".439",".773",".173",".300","","","","","","","","",".332","27.8","805","2.5","-52.0","195.4","-15.4","146.2","14.2","","3.7","100","-0.13","-111.79","111.66","3.55","0.25","1.00","1.97","88","0.24","-0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-67.4","-6.3","","21 - 38","-3.8","22.1","","","","","","","","29.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Twins","26","1791","5560","6185","1514","984","328","38","164","771","717","495","42","1083","64","38","25","124","146","67",".272","","","","","","","","","","","8.0 %","17.5 %","0.46",".337",".433",".770",".161",".310","","","","","","","","",".332","25.0","793","-5.1","30.0","192.9","-17.0","222.6","21.8","","5.1","99","2.73","-112.61","115.35","-16.62","-1.71","1.01","1.64","107","-0.10","2.80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0","-0.2","","21 - 36","-5.2","21.8","","","","","","","","28.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Yankees","30","1867","5577","6233","1488","976","289","20","203","804","774","519","38","1035","64","43","30","119","161","52",".267","","","","","","","","","","","8.3 %","16.6 %","0.50",".334",".435",".769",".168",".293","","","","","","","","",".332","22.4","796","26.4","-58.0","194.4","-15.8","178.4","17.3","","4.9","103","3.25","-107.76","111.01","41.70","3.99","0.98","1.69","66","5.17","-1.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-73.8","9.3","","22 - 38","35.8","22.0","","","","","","","","28.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cubs","29","2271","5406","6219","1409","915","268","32","194","777","748","577","72","1077","66","53","117","132","67","36",".261","","","","","","","","","","","9.3 %","17.3 %","0.54",".336",".430",".766",".169",".290","","","","","","","","",".329","6.7","778","-19.2","-11.0","194.0","40.3","211.3","20.6","","4.1","98","2.76","-104.84","107.60","38.83","4.29","0.98","1.48","226","3.68","-0.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.3","-2.6","","20 - 38","-21.8","9.8","","","","","","","","29.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blue Jays","28","1859","5663","6284","1489","971","287","36","195","767","728","470","47","1094","74","43","34","111","156","55",".263","","","","","","","","","","","7.5 %","17.4 %","0.43",".325",".430",".755",".167",".293","","","","","","","","",".324","-14.7","765","-46.0","-3.0","196.0","-15.5","160.7","15.7","","5.3","94","-5.59","-115.67","110.08","-26.40","-2.75","1.01","1.99","110","-2.51","-3.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-18.5","7.0","","21 - 39","-38.9","22.2","","","","","","","","28.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marlins","28","2034","5542","6184","1461","940","325","30","166","742","713","470","43","1145","67","45","60","118","89","40",".264","","","","","","","","","","","7.6 %","18.5 %","0.41",".326",".423",".749",".159",".303","","","","","","","","",".323","-29.4","738","-38.5","15.0","192.9","37.7","217.0","21.2","","4.5","95","-1.00","-109.38","108.39","11.44","1.19","1.00","1.34","228","1.30","-2.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7","0.1","","21 - 38","-38.4","9.7","","","","","","","","28.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dodgers","31","2084","5493","6169","1399","902","264","27","206","758","714","519","45","1062","56","44","57","115","89","42",".255","","","","","","","","","","","8.4 %","17.2 %","0.49",".323",".425",".748",".170",".279","","","","","","","","",".322","-30.1","735","-23.1","-31.0","192.4","40.0","187.3","18.2","","4.4","97","4.82","-108.59","113.41","41.20","4.14","1.01","1.37","253","4.05","0.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0","-0.7","","22 - 38","-23.8","9.7","","","","","","","","29.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Padres","28","2259","5482","6278","1379","919","273","26","161","789","753","678","37","1273","41","48","29","121","129","44",".252","","","","","","","","","","","10.8 %","20.3 %","0.53",".336",".399",".735",".147",".297","","","","","","","","",".321","-34.1","745","-23.0","-47.0","195.8","39.9","181.9","17.7","","4.9","97","4.48","-106.01","110.49","45.15","3.93","0.98","1.29","250","0.02","4.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.1","6.4","","22 - 42","-16.6","9.9","","","","","","","","33.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Phillies","28","2083","5497","6219","1431","943","295","29","164","746","708","551","52","1125","43","61","67","104","153","47",".260","","","","","","","","","","","8.9 %","18.1 %","0.49",".329",".414",".743",".154",".297","","","","","","","","",".321","-36.9","735","-62.0","44.0","194.0","37.8","233.5","22.9","","5.1","92","4.35","-109.79","114.14","27.49","2.87","1.03","1.33","230","4.23","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.8","9.9","","22 - 36","-52.1","9.8","","","","","","","","29.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reds","28","2338","5583","6222","1464","962","304","22","176","735","690","468","47","1172","65","40","66","130","103","54",".262","","","","","","","","","","","7.5 %","18.8 %","0.40",".324",".419",".744",".157",".301","","","","","","","","",".321","-39.0","733","-97.0","-41.0","194.1","33.8","96.5","9.3","","4.2","88","-6.43","-114.41","107.98","-45.03","-4.38","1.01","1.37","304","-4.90","-1.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.2","-3.1","","21 - 37","-100.2","9.8","","","","","","","","29.2 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brewers","29","2303","5488","6148","1378","866","273","30","209","740","712","488","44","1399","72","35","65","102","66","36",".251","","","","","","","","","","","7.9 %","22.8 %","0.35",".319",".426",".745",".175",".299","","","","","","","","",".320","-40.5","722","-82.5","-5.0","191.8","36.8","148.1","14.5","","4.1","90","-7.87","-104.51","96.64","-29.62","-2.94","0.94","1.07","249","-4.84","-3.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8","-2.7","","20 - 39","-85.2","9.7","","","","","","","","34.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angels","28","1824","5551","6226","1447","988","275","26","158","691","662","494","34","1001","77","53","46","109","116","52",".261","","","","","","","","","","","7.9 %","16.1 %","0.49",".327",".405",".732",".144",".290","","","","","","","","",".318","-49.4","723","-57.8","39.0","194.2","-16.6","181.1","17.8","","4.5","93","-8.32","-115.29","106.97","-76.30","-7.61","1.03","1.49","86","-2.69","-5.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4","0.3","","24 - 39","-57.5","22.0","","","","","","","","26.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Braves","30","2141","5498","6152","1432","971","263","24","174","729","696","493","51","1039","45","52","64","132","85","46",".260","","","","","","","","","","","8.0 %","16.9 %","0.47",".324",".412",".736",".152",".290","","","","","","","","",".317","-57.1","706","-85.6","62.0","191.9","37.8","212.5","20.9","","4.0","89","-1.08","-107.89","106.81","6.60","0.65","1.01","1.30","267","0.12","-1.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8","-3.3","","19 - 42","-88.9","9.7","","","","","","","","27.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
