"Team","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Bat","Fld","Rep","Pos","RAR","WAR","Dol","Spd","wRC+","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","BsR","FA% (pfx)","FT% (pfx)","FC% (pfx)","FS% (pfx)","FO% (pfx)","SI% (pfx)","SL% (pfx)","CU% (pfx)","KC% (pfx)","EP% (pfx)","CH% (pfx)","SC% (pfx)","KN% (pfx)","UN% (pfx)","vFA (pfx)","vFT (pfx)","vFC (pfx)","vFS (pfx)","vFO (pfx)","vSI (pfx)","vSL (pfx)","vCU (pfx)","vKC (pfx)","vEP (pfx)","vCH (pfx)","vSC (pfx)","vKN (pfx)","FA-X (pfx)","FT-X (pfx)","FC-X (pfx)","FS-X (pfx)","FO-X (pfx)","SI-X (pfx)","SL-X (pfx)","CU-X (pfx)","KC-X (pfx)","EP-X (pfx)","CH-X (pfx)","SC-X (pfx)","KN-X (pfx)","FA-Z (pfx)","FT-Z (pfx)","FC-Z (pfx)","FS-Z (pfx)","FO-Z (pfx)","SI-Z (pfx)","SL-Z (pfx)","CU-Z (pfx)","KC-Z (pfx)","EP-Z (pfx)","CH-Z (pfx)","SC-Z (pfx)","KN-Z (pfx)","wFA (pfx)","wFT (pfx)","wFC (pfx)","wFS (pfx)","wFO (pfx)","wSI (pfx)","wSL (pfx)","wCU (pfx)","wKC (pfx)","wEP (pfx)","wCH (pfx)","wSC (pfx)","wKN (pfx)","wFA/C (pfx)","wFT/C (pfx)","wFC/C (pfx)","wFS/C (pfx)","wFO/C (pfx)","wSI/C (pfx)","wSL/C (pfx)","wCU/C (pfx)","wKC/C (pfx)","wEP/C (pfx)","wCH/C (pfx)","wSC/C (pfx)","wKN/C (pfx)","O-Swing% (pfx)","Z-Swing% (pfx)","Swing% (pfx)","O-Contact% (pfx)","Z-Contact% (pfx)","Contact% (pfx)","Zone% (pfx)","Pace","Def","wSB","UBR","Age Rng","Off","Lg","wGDP","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)"
"Phillies","29","2227","5543","6333","1448","930","325","27","166","791","757","651","56","1155","55","38","46","120","72","29",".261","1915","1446","1024","153","24681","9651","15030","116","87","12","10.3 %","18.2 %","0.56",".343",".419",".762",".158",".301","1.32","23.4 %","43.7 %","33.0 %","10.6 %","11.5 %","6.1 %","13.8 %",".332","20.8","797","0.1","20.1","195.6","39.0","268.3","26.4","$113.6","4.3","100","1.94","-108.55","110.49","68.61","7.23","1.00","1.24","238","4.03","-2.09","63.6 %","88.4","12.6 %","81.0","","","9.8 %","74.6","12.1 %","78.2","1.9 %","82.3","","","1.1 %","0.0 %","69.6","-11.3","","-10.8","-17.5","-7.4","","0.45","-0.37","","-0.46","-0.59","-1.63","","20.3 %","66.1 %","43.4 %","49.4 %","86.5 %","77.9 %","50.5 %","56.6 %","9.6 %","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.1","0.9","-2.7","22 - 41","1.3","12.2","3.0","41.8 %","28.6 %","29.6 %","16.4 %","57.3 %","26.4 %","31.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Royals","29","2217","5568","6239","1526","1037","288","39","162","836","781","476","32","926","75","57","63","128","120","42",".274","2020","1566","1075","173","23423","8595","14828","149","100","25","7.6 %","14.8 %","0.51",".336",".427",".763",".153",".301","1.29","23.1 %","43.3 %","33.6 %","11.0 %","10.3 %","7.4 %","25.0 %",".332","20.1","785","-37.5","-43.2","192.7","-14.6","127.2","12.5","$53.8","5.3","95","1.77","-101.66","103.43","13.30","0.90","0.92","1.12","83","-1.70","3.62","64.3 %","89.1","11.9 %","81.6","","","9.3 %","72.5","12.6 %","78.4","1.2 %","80.7","0.8 %","58.4","7.1 %","","19.4","12.0","","4.9","-1.2","-5.2","2.1","0.14","0.46","","0.24","-0.04","-1.97","1.27","21.0 %","68.9 %","46.5 %","54.5 %","88.7 %","81.5 %","53.3 %","59.3 %","8.6 %","7.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-57.8","5.0","2.1","21 - 38","-30.2","22.5","0.2","44.4 %","27.5 %","28.1 %","13.8 %","62.5 %","23.7 %","25.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mariners","30","2180","5561","6281","1509","1047","290","33","139","795","759","586","34","989","53","46","35","130","108","37",".271","2037","1505","1036","145","23904","9299","14605","138","75","19","9.3 %","15.7 %","0.59",".344",".410",".754",".139",".306","1.35","22.6 %","44.5 %","32.9 %","9.6 %","9.2 %","6.8 %","25.3 %",".331","14.3","784","34.1","78.1","194.0","-15.5","315.7","31.1","$133.6","4.7","104","3.64","-99.16","102.79","49.97","5.28","0.91","1.03","72","-0.20","4.19","63.9 %","89.4","12.0 %","82.3","","","8.9 %","75.4","12.9 %","79.9","1.6 %","84.0","0.7 %","73.4","2.3 %","","43.2","-45.8","","11.5","1.7","-9.8","2.1","0.29","-1.64","","0.55","0.06","-2.60","1.36","18.4 %","66.2 %","43.2 %","49.6 %","90.0 %","81.7 %","51.9 %","57.8 %","7.9 %","2.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.6","4.7","-1.3","23 - 40","36.5","22.6","-1.0","39.5 %","27.2 %","33.3 %","14.9 %","61.4 %","23.7 %","27.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pirates","28","2346","5581","6315","1492","1009","275","45","163","753","711","529","42","1049","87","38","79","112","86","37",".267","1973","1542","997","198","23487","8717","14770","134","137","21","8.4 %","16.6 %","0.50",".338",".420",".758",".153",".302","1.28","22.1 %","43.7 %","34.2 %","12.8 %","10.6 %","6.8 %","15.3 %",".331","8.8","783","-29.0","-9.3","195.1","38.6","213.0","21.0","$90.2","4.6","97","-2.37","-113.17","110.80","4.60","0.34","1.02","1.40","281","-0.27","-2.05","66.0 %","90.0","11.8 %","82.4","","","9.9 %","76.0","10.8 %","80.9","1.6 %","83.0","","","12.6 %","","43.0","-25.6","","-8.2","4.3","-8.7","","0.32","-1.06","","-0.40","0.19","-2.64","","23.2 %","68.8 %","46.8 %","54.4 %","88.0 %","79.9 %","51.7 %","59.0 %","9.4 %","5.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.3","0.3","-1.0","21 - 39","-23.5","12.2","6.2","44.1 %","27.5 %","28.4 %","16.8 %","61.4 %","21.8 %","27.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Giants","29","2272","5456","6204","1440","950","281","29","180","755","713","593","79","980","40","39","76","130","53","37",".264","1888","1600","962","204","22453","8669","13784","124","141","26","9.6 %","15.8 %","0.61",".338",".425",".763",".161",".291","1.18","21.6 %","42.4 %","36.0 %","12.8 %","11.3 %","6.6 %","18.4 %",".330","9.9","771","-3.4","55.4","191.6","39.3","286.6","28.2","$121.3","3.8","100","7.91","-102.36","110.27","37.57","4.51","0.97","1.10","193","2.85","5.29","62.9 %","89.2","12.3 %","81.3","","","9.9 %","75.7","12.8 %","79.9","1.9 %","82.5","0.2 %","69.6","8.7 %","","78.6","-2.3","","-24.6","-16.6","-5.8","-0.9","0.61","-0.09","","-1.21","-0.63","-1.53","-2.27","21.8 %","70.4 %","46.5 %","53.8 %","86.8 %","79.2 %","50.8 %","58.0 %","9.6 %","-8.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.8","-6.2","-0.5","21 - 42","-11.7","11.9","-1.6","45.1 %","28.5 %","26.4 %","16.6 %","61.7 %","21.8 %","28.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Marlins","28","2190","5490","6186","1459","966","292","44","157","751","709","515","44","978","57","41","82","114","150","74",".266","2023","1417","998","189","22830","8386","14444","139","196","55","8.3 %","15.8 %","0.53",".333",".421",".754",".155",".296","1.43","22.5 %","45.6 %","31.9 %","13.3 %","11.1 %","6.9 %","28.1 %",".327","-5.6","753","-10.4","2.8","191.1","39.0","237.2","23.4","$100.4","5.1","99","0.62","-107.05","107.67","35.77","4.00","0.98","1.10","224","2.88","-2.25","65.3 %","89.6","13.1 %","82.4","","","8.9 %","75.3","10.7 %","80.9","1.4 %","83.7","0.6 %","67.6","3.2 %","","26.5","-22.8","","9.6","3.6","-3.5","-2.5","0.18","-0.79","","0.49","0.15","-1.14","-1.77","22.3 %","67.9 %","46.3 %","51.8 %","88.6 %","80.2 %","52.7 %","58.3 %","9.2 %","2.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.8","-2.7","2.9","20 - 38","-7.6","11.9","2.6","43.0 %","27.9 %","29.1 %","18.8 %","58.9 %","22.3 %","26.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brewers","28","2293","5548","6270","1423","937","266","24","196","714","685","547","41","1221","71","40","62","158","99","39",".256","1946","1445","902","168","24092","9092","15000","116","135","31","8.7 %","19.5 %","0.45",".329",".419",".748",".163",".294","1.35","21.0 %","45.3 %","33.7 %","11.6 %","13.6 %","6.0 %","23.0 %",".325","-17.0","752","-54.8","-61.9","193.7","35.3","97.3","9.6","$41.2","4.4","93","-1.68","-111.67","110.00","-43.35","-4.34","1.00","1.30","282","-0.92","-0.76","64.9 %","89.9","13.8 %","82.1","","","9.8 %","75.2","10.3 %","80.2","1.1 %","81.9","0.2 %","71.7","8.1 %","","20.9","-20.9","","-6.7","-15.1","-10.3","1.4","0.15","-0.68","","-0.31","-0.66","-4.38","3.87","22.5 %","68.5 %","45.8 %","49.2 %","85.5 %","76.7 %","50.7 %","57.3 %","10.7 %","-27.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-26.6","2.1","-18.9","20 - 37","-81.9","12.1","-10.3","41.3 %","29.4 %","29.3 %","14.5 %","61.0 %","24.6 %","31.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Angels","28","2286","5487","6119","1473","1014","276","33","150","736","687","476","42","838","56","50","50","125","129","61",".268","1893","1667","1071","204","22338","8096","14242","91","117","30","7.8 %","13.7 %","0.57",".330",".413",".743",".144",".291","1.14","23.1 %","40.9 %","36.0 %","12.2 %","9.0 %","4.8 %","25.6 %",".323","-25.0","725","-28.0","42.3","189.0","-15.2","205.2","20.2","$86.9","4.7","96","-3.73","-105.15","101.42","-27.24","-2.75","0.97","1.14","113","-4.26","0.40","60.4 %","89.3","10.9 %","82.1","","","10.3 %","75.0","15.5 %","79.7","2.1 %","81.7","0.8 %","51.2","9.1 %","0.0 %","43.1","-27.3","","-13.5","-43.2","-3.2","3.1","0.35","-1.24","","-0.65","-1.37","-0.75","1.88","23.2 %","68.8 %","47.2 %","57.4 %","89.4 %","81.9 %","52.6 %","60.0 %","8.5 %","-4.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.1","-1.3","-3.0","21 - 40","-32.9","22.1","-0.6","43.8 %","27.4 %","28.8 %","16.2 %","62.5 %","21.3 %","23.9 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Diamondbacks","30","2319","5570","6261","1467","965","303","47","152","717","696","531","63","1006","45","52","63","126","76","38",".263","2057","1453","1045","191","23006","8630","14376","113","124","26","8.5 %","16.1 %","0.53",".330",".417",".746",".153",".295","1.42","22.9 %","45.2 %","31.9 %","13.1 %","10.5 %","5.5 %","21.0 %",".323","-31.5","736","-109.1","-42.5","193.4","35.6","78.6","7.7","$33.3","4.6","86","-11.70","-122.99","111.29","-69.97","-6.96","1.08","1.45","266","-5.15","-5.67","64.6 %","89.5","12.1 %","80.9","","","8.7 %","75.4","13.0 %","80.4","1.7 %","81.9","","","4.8 %","","56.2","-16.4","","-30.5","-15.4","-7.7","","0.40","-0.62","","-1.61","-0.54","-2.11","","22.4 %","68.1 %","45.8 %","53.4 %","88.1 %","79.8 %","51.1 %","56.8 %","9.2 %","-10.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.9","-2.0","-7.4","20 - 39","-119.9","12.1","-1.4","43.6 %","28.4 %","28.0 %","17.3 %","60.0 %","22.8 %","27.0 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Athletics","28","2197","5497","6189","1398","881","317","24","176","768","742","556","52","898","59","53","22","118","48","14",".254","1924","1705","1007","193","23982","9222","14760","110","38","5","9.0 %","14.5 %","0.62",".327",".417",".743",".162",".273","1.13","21.7 %","41.5 %","36.8 %","11.3 %","10.3 %","5.7 %","13.2 %",".322","-28.9","730","-40.7","-34.4","191.2","-14.6","128.9","12.7","$54.6","3.9","95","0.48","-107.00","107.48","-2.82","-0.71","1.00","1.31","114","-3.77","4.25","65.1 %","88.1","10.9 %","80.3","","","10.2 %","74.4","11.4 %","78.0","1.6 %","84.3","0.9 %","68.1","10.9 %","","0.1","-16.2","","-9.8","-4.4","-7.0","0.1","0.00","-0.70","","-0.45","-0.18","-2.10","0.04","21.0 %","62.4 %","42.1 %","58.9 %","89.6 %","82.1 %","50.9 %","55.3 %","7.5 %","5.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-49.1","2.7","-0.1","21 - 38","-35.5","22.3","2.6","44.2 %","27.8 %","28.1 %","13.9 %","64.1 %","22.1 %","26.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cubs","30","2285","5519","6187","1431","933","302","24","172","724","691","492","40","1158","50","46","80","135","73","31",".259","1920","1459","994","161","22789","8532","14257","126","114","16","8.0 %","18.7 %","0.42",".323",".416",".739",".157",".297","1.32","22.7 %","43.9 %","33.4 %","11.0 %","11.8 %","6.6 %","14.0 %",".321","-40.1","718","-74.3","12.0","191.1","38.9","170.2","16.8","$72.0","4.0","91","-4.53","-105.83","101.30","-24.59","-2.43","0.96","1.32","236","-2.89","-1.81","61.8 %","89.7","13.5 %","82.4","","","12.7 %","76.3","10.0 %","80.9","1.5 %","82.9","0.6 %","70.0","1.8 %","","65.6","-26.5","","-30.1","-29.1","-10.8","1.1","0.47","-0.88","","-1.06","-1.31","-3.17","0.91","22.1 %","72.0 %","47.7 %","44.8 %","86.0 %","76.8 %","51.4 %","58.8 %","11.1 %","-9.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.9","0.4","-7.5","21 - 38","-83.7","11.9","-2.3","44.2 %","27.0 %","28.8 %","15.5 %","61.5 %","23.0 %","29.5 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Padres","28","2384","5531","6246","1442","1025","257","32","128","678","641","565","34","1073","57","42","50","142","76","39",".261","2002","1418","1031","148","23331","8754","14577","114","99","17","9.0 %","17.2 %","0.53",".333",".388",".721",".127",".301","1.41","23.2 %","45.0 %","31.9 %","10.4 %","9.0 %","5.7 %","17.2 %",".318","-55.8","710","-40.4","25.5","192.9","35.3","227.5","22.4","$96.3","4.0","95","-1.80","-113.98","112.17","-27.45","-2.83","1.06","1.40","291","-1.56","-0.14","65.5 %","89.6","11.6 %","79.1","","","8.8 %","75.9","11.1 %","80.3","2.4 %","81.4","0.7 %","67.0","5.3 %","","5.5","-29.2","","-18.8","-16.2","-15.3","-1.9","0.04","-1.15","","-0.97","-0.66","-2.89","-1.20","23.1 %","69.6 %","46.6 %","52.3 %","86.8 %","78.4 %","50.6 %","59.0 %","10.1 %","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.8","-2.6","6.5","21 - 46","-38.3","12.0","-1.9","41.4 %","27.9 %","30.8 %","16.2 %","59.3 %","24.5 %","28.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Orioles","29","2196","5674","6251","1516","1063","277","24","152","743","696","431","32","903","54","41","51","123","89","36",".267","2010","1640","1123","214","23271","8380","14891","116","87","22","6.9 %","14.4 %","0.48",".323",".405",".728",".138",".293","1.23","23.5 %","42.1 %","34.4 %","13.0 %","9.3 %","5.8 %","25.3 %",".317","-55.1","711","-49.0","-5.2","193.1","-15.9","156.4","15.4","$66.2","4.3","94","-5.56","-113.07","107.51","-32.76","-3.23","1.01","1.26","71","-4.93","-0.58","63.5 %","88.9","11.0 %","82.0","","","10.9 %","73.9","11.1 %","79.0","1.7 %","83.2","1.9 %","65.6","3.5 %","","25.5","-21.8","","-4.1","-40.8","-7.5","-1.3","0.18","-0.88","","-0.17","-1.63","-2.01","-0.30","22.2 %","67.6 %","46.2 %","56.4 %","89.6 %","82.1 %","52.8 %","60.1 %","8.3 %","11.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-21.2","1.4","6.7","23 - 38","-38.0","22.5","2.9","45.9 %","26.2 %","27.9 %","17.0 %","59.3 %","23.7 %","23.8 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Expos","27","2275","5437","6116","1404","941","294","25","144","711","682","522","58","990","45","40","72","143","100","39",".258","2136","1356","947","170","23007","8443","14564","119","120","21","8.5 %","16.2 %","0.53",".326",".401",".727",".143",".290","1.58","21.3 %","48.1 %","30.5 %","12.5 %","10.6 %","5.6 %","17.5 %",".316","-62.2","688","-120.1","-16.4","188.9","37.7","97.3","9.6","$41.2","4.6","85","-3.33","-111.65","108.31","-47.11","-4.95","1.02","1.33","226","-5.53","2.25","62.8 %","89.3","11.8 %","82.2","","","10.7 %","73.3","11.9 %","79.3","2.7 %","83.8","0.2 %","1.1","19.1 %","","-7.3","-10.7","","-28.5","-16.0","-7.5","-0.9","-0.06","-0.49","","-1.43","-0.72","-1.53","-2.74","27.1 %","67.1 %","46.9 %","62.1 %","86.6 %","79.4 %","49.4 %","59.7 %","9.6 %","-4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3","2.3","0.8","21 - 37","-124.7","11.8","-7.7","40.8 %","29.5 %","29.7 %","16.2 %","64.4 %","19.4 %","27.1 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Devil Rays","27","2223","5654","6212","1501","1028","298","38","137","715","678","420","46","1030","56","50","32","108","142","42",".265","2116","1505","977","209","22452","7892","14560","159","108","42","6.8 %","16.6 %","0.41",".320",".404",".724",".139",".301","1.41","21.2 %","46.0 %","32.7 %","13.9 %","9.1 %","7.5 %","38.9 %",".314","-70.5","691","-78.9","46.4","191.9","-16.5","178.6","17.6","$75.6","5.3","90","-9.74","-119.48","109.75","-65.75","-6.59","1.06","1.93","148","-6.93","-2.30","62.0 %","89.7","11.0 %","82.0","","","11.0 %","74.7","11.8 %","80.0","2.2 %","84.5","1.9 %","66.9","6.2 %","0.0 %","3.9","-15.4","","-7.1","-20.0","-12.1","-4.9","0.03","-0.66","","-0.30","-0.80","-2.62","-1.22","25.2 %","69.7 %","48.5 %","52.7 %","88.0 %","79.3 %","52.4 %","60.9 %","10.1 %","13.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0","9.5","0.5","20 - 36","-65.7","22.4","3.2","44.1 %","27.8 %","28.1 %","16.4 %","61.3 %","22.3 %","25.6 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indians","27","2241","5572","6188","1413","933","296","26","158","699","660","466","25","1062","62","41","46","128","86","61",".254","1935","1534","1014","164","23009","8569","14440","113","114","37","7.5 %","17.2 %","0.44",".316",".401",".717",".148",".286","1.26","22.6 %","43.2 %","34.2 %","10.7 %","10.3 %","5.8 %","32.5 %",".313","-76.7","682","-76.4","24.8","191.1","-14.6","139.7","13.8","$59.1","4.2","90","-10.78","-119.40","108.62","-92.40","-8.87","1.05","2.01","102","-9.87","-0.36","62.1 %","89.0","12.0 %","81.9","","","9.3 %","75.3","14.3 %","79.0","2.0 %","83.2","0.3 %","70.2","3.4 %","","16.3","-27.9","","-17.8","-24.7","-12.1","-0.7","0.12","-1.05","","-0.86","-0.78","-2.70","-1.13","20.3 %","67.6 %","45.1 %","48.7 %","88.0 %","79.6 %","52.5 %","59.7 %","9.2 %","-7.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.1","-9.9","1.9","21 - 40","-83.9","22.3","0.5","45.3 %","26.7 %","28.0 %","15.3 %","62.1 %","22.7 %","27.3 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Reds","27","2334","5509","6211","1349","907","239","21","182","694","669","524","34","1326","79","32","66","102","80","34",".245","1760","1441","944","172","23481","8755","14726","107","136","32","8.4 %","21.3 %","0.40",".318",".395",".713",".150",".289","1.22","22.8 %","42.5 %","34.8 %","11.9 %","12.6 %","6.1 %","23.5 %",".312","-83.9","678","-131.2","-12.6","191.9","34.5","104.9","10.3","$44.4","4.0","84","-3.91","-116.53","112.62","-67.57","-6.80","1.05","1.38","272","-6.55","2.82","63.9 %","89.5","12.0 %","81.6","","","9.6 %","72.8","12.1 %","76.2","2.3 %","81.5","","","11.0 %","","-13.1","-17.9","","-16.2","-16.8","-14.0","","-0.10","-0.71","","-0.80","-0.67","-2.88","","25.8 %","70.5 %","47.6 %","49.6 %","84.2 %","74.7 %","48.9 %","59.2 %","12.1 %","10.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8","0.5","2.6","20 - 39","-120.8","12.0","7.3","42.4 %","27.4 %","30.2 %","16.4 %","60.2 %","23.4 %","32.7 %","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
